ticker,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income - Non-Controlling int,Net Income - Discontinued ops,Net Income,Preferred Dividends,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,ebitperRevenue,ebtperEBIT,niperEBT,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,daysOfPayablesOutstanding,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,PTB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Graham Net-Net,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Payables Turnover,Inventory Turnover,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,Sector,2015 PRICE VAR [%],Class,year,2016 PRICE VAR [%],2017 PRICE VAR [%],2018 PRICE VAR [%],2019 PRICE VAR [%]
POST,2411100000.0,1.3316,1789900000.0,621200000.0,0.0,459500000.0,864400000.0,-243200000.0,183700000.0,-426900000.0,-83700000.0,0.0,0.0,-343200000.0,15400000.0,-358600000.0,-9.03,-9.03,44823744.0,39700000.0,0.0,0.2576,-0.036,-0.1009,-0.149,0.0279999999999999,-87400000.0,-243200000.0,-343200000.0,-0.1771,-0.1423,353200000.0,0.0,353200000.0,413700000.0,380700000.0,1219000000.0,831900000.0,5529700000.0,0.0,27000000.0,6512100000.0,7731100000.0,225000000.0,25600000.0,519900000.0,3830500000.0,3856100000.0,0.0,915100000.0,0.0,4928000000.0,5447900000.0,-27600000.0,-305700000.0,2283200000.0,0.0,3502900000.0,71400000.0,269300000.0,155800000.0,14500000.0,183100000.0,-115500000.0,-3639100000.0,0.0,-3793600000.0,2356500000.0,831500000.0,0.0,3484200000.0,-7300000.0,-133600000.0,67600000.0,-2.3553,0.5769,0.0,0.6168,0.0,19.4859,8.1226,7.1941343528127,0.54632574343661,-0.0,10.129818309028,0.57692974772249,-0.10086682427108,0.91041914430477,0.66297655401692,0.2576417402845199,1.0,-0.10086682427108,-0.14234166977728,0.3361617836839049,-0.2242,-0.1503,-0.0221,6.9057,9.5945,2.8983050847458,0.31187023838781,2.345,1.4750913637238,0.67936141565686,-77.6331,62.6272,34.0612,0.4988,1.6889,0.62654366422952,0.6281009235580601,-1.3239,0.047483208423018,3.3860809390329,4.6121,1.7028,8.8967,0.0,0.075940442121853,0.3691971600218499,0.047483208423018,1.5852813852813998,1.5852813852813998,60.733,-8.6448,4.6121,1.7028,8.8967,57.511,55.451,57.5113,97.131,1487251825.92,4990151825.92,0.0,0.6168,8.1226,19.4859,0.5769,0.0,2.0697,0.0,27.2537,73.8188,-0.2722,0.0455,1.6889,0.4988,-40.0789,2.345,-1.3239,-0.5106,0.0,0.0,0.1906,0.0,0.7153,0.6308,0.0479,-0.7413,0.006,0.0,-0.0221,-0.2242,-2.8434,699100000.0,2201400000.0,-4228900000.0,5184400000.0,248450000.0,151050000.0,251300000.0,62.6272,34.0612,-77.6331,9.7046,6.9057,9.5945,-0.1503,-2.9093,0.462,-3.256,-3.256,-37.5918,-31.1,-31.1,0.2141,0.203,0.0,0.5361,-0.2176,0.06395,0.2922,0.026099999999999998,0.0333,0.0171,0.0,0.07095,0.1131,0.0,0.0,3.9724,2.1231,1.2255,0.2549,1.7375,0.0,0.5409,Consumer Defensive,44.36125021030371,1,2014,,,,
JBSS,778622000.0,0.0603,655757000.0,122865000.0,0.0,77510000.0,75869000.0,46996000.0,4354000.0,39832000.0,13545000.0,0.0,0.0,26287000.0,0.0,26287000.0,2.38,2.36,11041631.0,11033310.0,1.5,0.1578,0.078,0.0567,0.034,0.0026,60464000.0,44186000.0,26287000.0,0.0512,0.0338,1884000.0,0.0,1884000.0,55800000.0,182830000.0,249374000.0,130454000.0,5246000.0,0.0,4210000.0,145237000.0,394611000.0,44907000.0,46305000.0,112231000.0,35666000.0,81971000.0,0.0,0.0,0.0,55553000.0,167784000.0,-3503000.0,123118000.0,226827000.0,0.0,80087000.0,8860000.0,21019000.0,16278000.0,1105000.0,11950000.0,-9928000.0,0.0,0.0,-2056000.0,6697000.0,616000.0,-16599000.0,-8844000.0,0.0,1050000.0,2022000.0,-0.2752,1.2822,1.3126,0.3738,11.0756,143.8368,24.3563,20.394080998745,0.3130007473909,0.0681098430956149,4.6516814622751,1.0744279470037,0.056748974470282,0.90146200153895,0.65994677646114,0.1577980072487,1.0,0.060357914366663,0.033760926354508,0.34005322353886,0.0982,0.1159,0.0899,4.5691,4.5595,5.9685559660877,1.9731381030939,2.222,0.51397563952919,0.016786805784498,-101.7648,26.1578,21.0514,0.2077,0.3614,0.1358740994998,0.2654518487814,10.1484,0.14578326481317,1.7397003002288,1.0831,2.628,0.1708,0.63,0.015347626961478,0.1692050209205,0.14578326481317,1.2036663980661,0.45048441210842,70.5701,2.3825,1.0831,2.628,0.1708,20.558000000000003,35.29,20.5584,7.4294,291057393.16,371144393.16,11.0756,0.3738,24.3563,143.8368,1.2822,1.3126,0.4767,6.1383,31.0581,183.5531,0.0903,0.0069,0.3614,0.2077,1.3245,2.222,10.1484,0.4546,0.0569,0.63,0.0995,0.0,0.0133,0.8308,0.0128,-0.6099,0.0014,33.1795,0.0899,0.0982,0.2803,137143000.0,389365000.0,81590000.0,357221000.0,52654500.0,44324000.0,170768000.0,26.1578,21.0514,-101.7648,14.7874,4.5691,4.5595,0.1159,-0.8998,0.0242,0.1033,0.1292,0.208,0.19,0.1919,0.0157,0.0127,0.5,-0.6658,-0.9292,0.0623,0.0376,-0.2333,0.1689999999999999,0.2961,1.0775,0.0569,0.061,0.0,0.0,0.1271,0.152,0.053,0.0372,0.089,0.0,-0.0106,Consumer Defensive,35.946194719511546,1,2014,,,,
AXTA,4391500000.0,0.1015,2897200000.0,1494300000.0,49500000.0,991500000.0,1124800000.0,369500000.0,217700000.0,29500000.0,2100000.0,7300000.0,0.0,27400000.0,0.0,27400000.0,0.12,0.12,229779626.0,229300000.0,0.0,0.3403,0.127,0.0563,0.006,0.0143,555900000.0,247200000.0,34700000.0,0.0067,0.0062,386800000.0,0.0,386800000.0,820400000.0,538300000.0,1872900000.0,1514100000.0,2301100000.0,0.0,64500000.0,4297800000.0,6170700000.0,494500000.0,40100000.0,946700000.0,3574200000.0,3614300000.0,0.0,215500000.0,0.0,4112000000.0,5058700000.0,-103300000.0,-226500000.0,1044700000.0,0.0,3227500000.0,127400000.0,412100000.0,308700000.0,8000000.0,251400000.0,-188400000.0,17500000.0,0.0,-173800000.0,-123500000.0,3000000.0,0.0,-123200000.0,-26900000.0,-45600000.0,63000000.0,-0.5398,5.7186,0.0,1.3615,216.8333,94.7045,23.7823,23.732641209228,1.3586214277581998,-0.0,17.858222701925,5.711099837273901,0.056290561311625,0.11933656957929,0.92881355932203,0.34027097802573,1.0,0.084139815552772,0.0062393259706251,0.071186440677966,0.0112,0.0262,0.048,2.2343,8.0689,2.9004028795984,0.71166966470579,1.978,1.2751663673813998,0.40857716277596,-67.817,68.1876,41.1004,0.5857,3.4597,0.77382060663794,0.7757673320455,1.1355,0.069557037323963,5.9066717718005,1.0964,0.2747,1.6869,0.0,0.057246954343618,0.25059665871122,0.069557037323963,1.3343949044586,1.3343949044586,19.1518,0.1195,1.0964,0.2747,1.6869,4.556,16.875999999999998,4.556,15.7623,5978865868.52,9206365868.52,216.8333,1.3615,23.7823,94.7045,5.7186,0.0,2.0964,16.5612,36.6204,146.1328,0.0046,0.0105,3.4597,0.5857,5.8059,1.978,1.1355,9.1752,0.0,0.0,0.2258,0.0113,0.3729,0.7494,0.0429,-0.6103,0.0018,3.505,0.048,0.0112,-0.5328,926200000.0,3869600000.0,-3185800000.0,6150400000.0,843150000.0,486500000.0,544250000.0,68.1876,41.1004,-67.817,5.2084,2.2343,8.0689,0.0262,-0.8216,0.2309,5.5275,13.8394,1.1218,1.1237,1.1237,0.0044,0.0088,0.0,-0.3328,-0.7070000000000001,0.04015,0.0,0.0,0.0,0.0,0.0,0.03095,0.0242,0.0,0.0,-0.0525,-0.0216,-0.0704,-0.0899,-0.0544,0.2222,-0.0472,Basic Materials,1.5624994321203762,1,2014,,,,
UAN,298665000.0,-0.0773,198159000.0,100506000.0,0.0,17703000.0,17703000.0,82803000.0,6783000.0,76121000.0,-28000.0,0.0,0.0,76149000.0,0.0,76149000.0,1.04,1.04,73116639.0,73115000.0,1.41,0.3365,0.369,0.2776,0.255,0.3275,110153000.0,82904000.0,76149000.0,0.2549,0.255,79914000.0,0.0,79914000.0,7136000.0,35614000.0,129578000.0,404934000.0,40969000.0,0.0,0.0,449261000.0,578839000.0,12747000.0,0.0,39707000.0,125000000.0,125000000.0,13613000.0,0.0,0.0,125201000.0,164908000.0,-1038000.0,77094000.0,413931000.0,0.0,45086000.0,6914000.0,26960000.0,27249000.0,1785000.0,118878000.0,-21076000.0,0.0,0.0,-20966000.0,0.0,-50000.0,-103090000.0,-103140000.0,0.0,-5228000.0,97802000.0,-0.0633,1.7205,1.9095,2.3845,9.3654,7.2814,5.9906,4.7011989224247,1.8712240319421003,0.18446179131432,6.933838619919599,1.3501504489879,0.27758190614903,0.91818247611695,1.0003678354199,0.33651750288785,1.0,0.27724373461905,0.25496459243634,-0.0003678354199235,0.1539,0.184,0.1127,4.9793,8.6975,0.73756464016358,0.51597248975967,3.263,2.1923086609414,2.0125922381444,-65.5994,8.7209,15.5782,0.2159,0.302,0.23194063804086,0.23194063804086,12.2223,0.951024,1.3983949015656998,1.6259,1.3376,1.093,1.356,0.39803123901361,0.82270899577718,0.951024,5.6404441070412,0.95741185187571,4.0849,1.0415,1.6259,1.3376,1.093,5.6610000000000005,7.356,5.6614,1.7096,712156063.86,757242063.86,9.3654,2.3845,5.9906,7.2814,1.7205,1.9095,2.5354,6.8745,6.3699,7.7426,0.1068,0.1373,0.302,0.2159,0.4093,3.263,12.2223,1.5611,0.1448,1.356,0.0593,0.0,0.0708,0.1773,0.0706,-0.7735,0.006,11.5094,0.1127,0.1539,-0.0496,89871000.0,537870000.0,-35330000.0,543249000.0,7342500.0,14942000.0,34339000.0,8.7209,15.5782,-65.5994,40.6762,4.9793,8.6975,0.184,-0.2883,-0.3113,-0.3369,-0.3368,-0.358,-0.358,-0.358,0.0006,-0.0012,-0.192,-0.0785,0.1472,0.04015,-0.0051,0.0,-0.0532,0.0,-0.1689,0.03095,-0.0548,0.0,0.1293,-0.0547,0.0771,-0.0246,-0.0596,0.0,0.0,-0.16,Basic Materials,-9.895490153012666,0,2014,,,,
PCRX,197668000.0,1.3105,77440000.0,120228000.0,18731000.0,106662000.0,125393000.0,-5165000.0,8278000.0,-13543000.0,173000.0,0.0,0.0,-13716000.0,0.0,-13716000.0,-0.39,-0.39,36055639.0,35299000.0,0.0,0.6082,0.024,-0.0266,-0.069,0.0181,4770000.0,-5265000.0,-13716000.0,-0.0685,-0.0694,39029000.0,119138000.0,158167000.0,22366000.0,29263000.0,214257000.0,60632000.0,24164000.0,24431000.0,0.0,111815000.0,326072000.0,6758000.0,103100000.0,140010000.0,0.0,103100000.0,10934000.0,139000.0,0.0,14917000.0,154927000.0,-80000.0,-310145000.0,171145000.0,143569000.0,-55067000.0,4461000.0,30152000.0,10035000.0,24822000.0,26564000.0,-22984000.0,-13433000.0,-84017000.0,-120434000.0,0.0,111636000.0,0.0,118875000.0,0.0,25005000.0,3580000.0,0.0172,18.6904,21.7631,16.172,0.0,874.1926,120.3393,117.8139338955,15.832655462695,-0.0,664.2847672956,18.286303076339,-0.026635570755003,0.9216,0.6904726666965,0.60823198494445,1.0,-0.026129671975231,-0.069389076633547,0.30800777034319,-0.1017,-0.0801,-0.0246,12.576,8.8205,3.2601266657870003,0.6062096714835999,1.53,1.2894293264767,0.27875866009571,-137.9261,41.2995,12.4789,0.3162,0.6024,0.0,0.37594122044158,-0.636,0.2576527643064999,1.905238248269,0.7525,0.1014,1.1057,0.0,0.13438695185867,0.13476886011143,0.2576527643064999,1.1557605290637,1.1557605290637,5.5998,-0.3886,0.7525,0.1014,1.1057,4.848,8.552999999999999,4.8484,2.9208,3196692953.74,3141625953.74,0.0,16.172,120.3393,874.1926,18.6904,21.7631,15.8934,658.6218,118.2663,877.5491,-0.0044,0.0011,0.6024,0.3162,-11.5444,1.53,-0.636,-1.9367,0.0,0.0,0.5396,0.0948,0.0741,0.8652,0.1163,-2.2904,0.1256,0.0,-0.0246,-0.1017,0.0186,74247000.0,301908000.0,59330000.0,225969000.0,18478000.0,4913500.0,22410000.0,41.2995,12.4789,-137.9261,10.6975,12.576,8.8205,-0.0801,-0.6511,2.9062,0.9078,0.9031,0.7854,0.7979,0.7979,0.0638,0.0638,0.0,1.606,1.0639,-0.2654,0.8036,0.0,0.0,0.0,0.0,0.0,0.1819,0.0,0.0,0.5329999999999999,0.8809999999999999,0.9201,2.9002,0.0418,-0.1312,0.7064,Healthcare,-15.837349064625672,0,2014,,,,
CLDX,3586000.0,-0.1277,0.0,3586000.0,104381000.0,20622000.0,126016000.0,-122430000.0,0.0,-118080000.0,0.0,0.0,0.0,-118080000.0,0.0,-118080000.0,-19.8,-19.8,5972610.0,5959936.0,0.0,1.0,-31.98,-32.9281,-32.928000000000004,-28.8528,-114679000.0,-118080000.0,-118080000.0,-32.9281,-32.9281,28020000.0,173023000.0,201043000.0,427000.0,0.0,204985000.0,10535000.0,30772000.0,0.0,0.0,43029000.0,248014000.0,2603000.0,0.0,24491000.0,0.0,0.0,0.0,0.0,0.0,11863000.0,36354000.0,2590000.0,-463759000.0,211660000.0,173023000.0,-201043000.0,3515000.0,21888000.0,3401000.0,6852000.0,-101537000.0,-1929000.0,0.0,-39082000.0,-41011000.0,0.0,1171000.0,0.0,1171000.0,-5000.0,-141382000.0,-103466000.0,0.123,7.722,9.0356,455.9403,0.0,0.0,-16.1025,15.998659393157,454.9728053541599,-0.0,15.195861815975501,7.7082702447321,-32.92805354155,0.9216,0.6904726666965,1.0,1.0,-34.141104294479,-32.92805354155,0.30800777034319,-0.6181,-0.5579,-3.4039,0.6096,0.0,0.34038917892738,0.0144588611933199,8.37,8.2262872075456,1.144093748724,0.0,43.4621,264.9456,0.0,0.0,0.0,0.0,0.0,-0.28685192379289,1.1717565907588,-17.0366,-17.36,4.7014,0.0,-28.314835471277,0.736697268513095,-0.28685192379289,-52.63711767755299,-52.63711767755299,0.6017,-19.8123,-17.0366,-17.36,4.7014,35.514,36.45,35.5138,0.0,1635001987.5,1433958987.5,0.0,455.9403,-16.1025,0.0,7.722,9.0356,399.877,0.0,-14.1225,-13.8592,-0.0723,-0.0633,0.0,0.0,1.7531,8.37,0.0,0.8599,0.0,0.0,5.7507,29.1079,0.1241,0.0,0.5379,-0.5672,1.9108,0.0,-3.4039,-0.6181,0.1031,180494000.0,217242000.0,168631000.0,164731000.0,458000.0,2423000.0,0.0,43.4621,264.9456,0.0,7.8297,0.6096,0.0,-0.5579,-0.3237,1.018,-0.4646,-0.5033,-0.4479,-0.2941,-0.2941,0.1206,0.1206,0.0,-0.5005,-0.4393,-0.4456,-0.4449,0.0,0.0,0.0,0.0,-0.0865,0.1082,0.0,0.0,-0.1268,0.0,-0.2855,-0.4094,0.0,0.5487,0.3929,Healthcare,-14.82889656104516,0,2014,,,,
APTV,15499000000.0,0.0298,12471000000.0,3028000000.0,0.0,1036000000.0,1278000000.0,1750000000.0,135000000.0,1606000000.0,255000000.0,89000000.0,0.0,1351000000.0,0.0,1351000000.0,4.5,4.48,296079367.0,300270000.0,1.0,0.1954,0.147,0.1123,0.087,0.0875,2281000000.0,1741000000.0,1440000000.0,0.1036,0.0872,860000000.0,0.0,860000000.0,2400000000.0,1013000000.0,5224000000.0,3021000000.0,1384000000.0,98000000.0,0.0,5497000000.0,10721000000.0,2278000000.0,34000000.0,3889000000.0,2392000000.0,2426000000.0,0.0,0.0,0.0,3819000000.0,7708000000.0,-741000000.0,1548000000.0,2510000000.0,98000000.0,1566000000.0,951000000.0,1577000000.0,540000000.0,73000000.0,2135000000.0,-779000000.0,-345000000.0,15000000.0,-1186000000.0,8000000.0,-1024000000.0,-301000000.0,-1398000000.0,-36000000.0,-485000000.0,1356000000.0,-0.0868,7.1405,15.9172,1.1644,13.5457,13.4979,8.4533,0.0,0.0,-0.0,1.4256904866287,0.0,0.11232982773082,0.92245835726594,0.8412204234121999,0.19536744306084,1.0,0.1129105103555099,0.0871669139944509,0.1587795765877999,0.3101,0.5382,0.1988,1.5506,14.7189,5.1304203905991,1.4456673817741,1.3430000000000002,0.8382617639496001,0.22113653895603,-29.6484,56.5198,53.6467,0.2263,0.9665,0.48796409628723,0.49149108589951,12.8963,0.8800494641384999,4.2713147410359005,7.1103,4.5159,2.8641,0.222,0.13775082263372,0.6351288056206099,0.8800494641384999,2.7406931964056005,1.9768518518519,51.6169,4.4993,7.1103,4.5159,2.8641,8.359,31.095,8.3591,8.0794,18047695463.1052,19613695463.1052,13.5457,1.1644,8.4533,13.4979,7.1405,15.9172,1.2655,8.5987,9.1867,14.4644,0.0738,0.0751,0.9665,0.2263,0.6865,1.3430000000000002,12.8963,1.5803,0.0164,0.222,0.0668,0.0,0.1291,0.3649,0.0503,-1.4426,0.0047,29.4002,0.1988,0.3101,-0.1376,1335000000.0,9337000000.0,-2484000000.0,7014000000.0,2531000000.0,2436500000.0,1053000000.0,56.5198,53.6467,-29.6484,6.1237,1.5506,14.7189,0.5382,-2.5943,0.0904,0.0915,0.0756,0.1147,0.1538,0.1517,-0.0339,-0.0318,0.4706,0.22,0.1843,0.0632,0.1067,0.03985,0.2957,0.0,0.1829,0.05365,0.2778,0.0,0.0,-0.0984,-0.0732,-0.0295,-0.1075,0.0058,0.0,0.131,Consumer Cyclical,19.849348203485757,1,2014,,,,
VAC,1749688000.0,0.0675,1111721000.0,637967000.0,0.0,414989000.0,494047000.0,143920000.0,12574000.0,131204000.0,51474000.0,0.0,0.0,79730000.0,0.0,79730000.0,2.25,2.18,35425607.0,35373000.0,0.0,0.3646,0.095,0.0822,0.046,0.0793,166373000.0,143778000.0,79730000.0,0.075,0.0456,286000000.0,0.0,86661000.0,1079000000.0,870000000.0,401801000.0,254000000.0,0.0,0.0,0.0,710559000.0,2632000000.0,129000000.0,7482000.0,241363500.0,187040000.0,678000000.0,19000000.0,60000000.0,48000000.0,323822000.0,1423000000.0,23000000.0,82000000.0,1209000000.0,0.0,85086000.0,34047306.5,86523000.0,22595000.0,12015000.0,160748000.0,-21977000.0,3543000.0,0.0,-35911000.0,-4727000.0,-21829000.0,0.0,-28275000.0,42000.0,96604000.0,138771000.0,-0.2034,1.5384,1.5384,1.0662,23.4044,13.4231,11.6052,0.0,0.0,-0.0,1.7190289289729,0.0,0.082173507505338,0.91254573022298,0.6076796439133,0.3646175775338199,1.0,0.082254664831673,0.045568124145562,0.3923203560867,0.1132,0.0659,0.0755,4.3528,1.9905,6.8885354330709,0.66477507598784,1.711,0.962774517224665,0.35773812224565005,-285.6382,225.0887,26.9105,0.2576,0.5608,0.0,0.0,11.4345,0.28858839672043,2.1770057899090003,4.5444,3.923,8.0853,0.0,0.091872379532808,0.8632829024311299,0.28858839672043,7.314374118396499,7.314374118396499,49.4639,2.254,4.5444,3.923,8.0853,34.179,74.407,34.1786,19.1672,1865512464.62,3632132306.85,23.4044,1.0662,11.6052,13.4231,1.5384,1.5384,1.6086,16.7528,19.5413,22.1183,0.0427,0.0744,0.5608,0.2576,0.9607,1.711,11.4345,2.0162,0.0,0.0,0.2372,0.0,0.0,0.1367,0.0126,-0.9726,0.0069,41.6286,0.0755,0.1132,-0.1492,131627000.0,2632000000.0,-89852500.0,3024000000.0,1117500000.0,121000000.0,879000000.0,225.0887,26.9105,-285.6382,1.5657,4.3528,1.9905,0.0659,-0.6213,0.1212,1.9954,2.9978,10.39,10.8421,11.1111,0.0283,0.0116,0.0,-0.0138,-0.0495,0.0632,0.0172,0.03985,-0.2607,0.0,0.0427,0.05365,-0.1543,0.0,0.0,-0.0666,-0.0203,0.0073,0.0323,0.0,0.0,0.0,Consumer Cyclical,-22.25495247684177,0,2014,,,,
ASPS,1078916000.0,0.4042,707180000.0,371736000.0,0.0,201733000.0,239206000.0,132530000.0,23363000.0,144662000.0,10178000.0,2603000.0,0.0,134484000.0,0.0,134484000.0,6.22,5.69,20271929.0,21625000.0,0.0,0.3445,0.218,0.1557,0.125,0.1229,234751000.0,168025000.0,137087000.0,0.1341,0.1246,161361000.0,0.0,161361000.0,112183000.0,0.0,302098000.0,127759000.0,336097000.0,0.0,4987000.0,486123000.0,788221000.0,111766000.0,5945000.0,140767000.0,582669000.0,588614000.0,9829000.0,2694000.0,0.0,606011000.0,746778000.0,0.0,367967000.0,40394000.0,0.0,427253000.0,28554000.0,23056000.0,66726000.0,2236000.0,197493000.0,-64846000.0,-34720000.0,0.0,-101268000.0,190433000.0,-253025000.0,0.0,-65188000.0,0.0,31037000.0,132647000.0,-0.6237,16.9703,0.0,0.6349,5.4325,5.5087,3.4684,3.699922275726201,0.67726194624975,-0.0,6.2821404381664,18.089536812398,0.15573501551557,0.8609552149977701,0.92964289170618,0.3445458219175499,1.0,0.12283625416622,0.12464733121021,0.0703571082938159,0.4652,3.3293,0.1687,2.6048,0.0,8.4449314725381,1.3687988520986,2.146,1.9432395376757,1.1462984932548,0.0,37.9518,37.8107,0.7468,14.5718,0.93516867475681,0.93578142090403,7.1919,0.33552209087789,19.513318809724,9.1326,6.134,7.4618,0.0,0.18304761445747,0.67165418521163,0.33552209087789,3.0455695031305,3.0455695031305,49.8921,6.2189,9.1326,6.134,7.4618,1.868,20.907,1.8679,27.2191,684988480.91,1112241480.91,5.4325,0.6349,3.4684,5.5087,16.9703,0.0,1.0309,4.738,5.6318,8.385,0.1841,0.1936,14.5718,0.7468,1.82,2.146,7.1919,1.4685,0.0,0.0,0.187,0.0,0.4264,0.3283,0.0601,-0.9718,0.0021,16.6925,0.1687,0.4652,-0.6492,161331000.0,452124000.0,-444680000.0,738610000.0,108485000.0,98236000.0,0.0,37.9518,37.8107,0.0,9.9453,2.6048,0.0,3.3293,-2.9987,0.3475,0.0581,-0.1823,0.0347,0.1048,0.0963,-0.0627,-0.0566,0.0,0.0648,-0.1235,0.4271,0.4211,0.4586,0.2587,0.4194,0.2869,-0.1224,-0.346,0.0,0.0,0.0706,0.0,0.0797,-0.725,0.4892,0.0,0.7725,Industrials,-18.612815463312145,0,2014,,,,
